                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.69701,                 1.1412,                 0.4516,                 1.0603,                0.97597,                0.94764,                0.98743,                0.88193,                0.97597,                0.94764,                0.98743,                0.88524,                0.60331,                0.93295,                0.50518,                 1.0608,             0.00081708,             0.00081708,             0.00081708
                    106,                0.70392,                 1.1306,                0.47146,                 1.0711,                0.90174,                0.95326,                0.98275,                0.85249,                0.90174,                0.95326,                0.98275,                0.85687,                0.62352,                0.94189,                0.54621,                 1.0821,             0.00080883,             0.00080883,             0.00080883
                    107,                0.64149,                 1.0148,                0.42778,                 1.0469,                 0.9801,                0.96864,                0.98977,                0.85722,                 0.9801,                0.96864,                0.98977,                0.85946,                0.63078,                0.94559,                0.47369,                 1.0968,             0.00080058,             0.00080058,             0.00080058
                    108,                0.66724,                 1.0788,                0.45715,                 1.0568,                0.97497,                0.98413,                0.99008,                0.87156,                0.97497,                0.98413,                0.99008,                0.87242,                0.58403,                0.90586,                0.43646,                 1.0767,             0.00079233,             0.00079233,             0.00079233
                    109,                0.65183,                  1.044,                0.42132,                 1.0451,                0.97474,                0.99074,                0.98927,                0.86373,                0.97474,                0.99074,                0.98927,                0.87596,                0.59503,                0.86039,                0.46447,                 1.0881,             0.00078407,             0.00078407,             0.00078407
                    110,                0.66075,                 1.0419,                0.42253,                 1.0464,                0.98039,                0.99192,                0.98922,                0.87461,                0.98039,                0.99192,                0.98922,                0.88289,                0.60879,                0.84828,                0.48692,                 1.0792,             0.00077582,             0.00077582,             0.00077582
                    111,                0.64377,                 1.0454,                0.41621,                  1.051,                 0.9559,                0.98476,                0.98995,                0.89292,                 0.9559,                0.98476,                0.98995,                0.88602,                0.58345,                0.84702,                0.47829,                 1.0732,             0.00076757,             0.00076757,             0.00076757
                    112,                0.63277,                 1.0018,                0.41369,                 1.0366,                0.97438,                0.98621,                0.99046,                0.87652,                0.97438,                0.98621,                0.99046,                0.88267,                0.56892,                0.88903,                0.45396,                 1.0653,             0.00075932,             0.00075932,             0.00075932
                    113,                0.61663,                0.98885,                 0.4149,                 1.0222,                0.93921,                 0.9504,                0.98461,                0.87748,                0.93921,                 0.9504,                0.98461,                0.87306,                0.58878,                0.91496,                0.43149,                 1.0829,             0.00075107,             0.00075107,             0.00075107
                    114,                0.62982,                 1.0259,                0.41043,                 1.0424,                0.97674,                0.98009,                0.99051,                0.90392,                0.97674,                0.98009,                0.99051,                0.88046,                0.58801,                0.93494,                0.42807,                  1.081,             0.00074282,             0.00074282,             0.00074282
                    115,                0.65671,                  1.051,                0.42749,                 1.0672,                0.96973,                0.98676,                0.99003,                0.91111,                0.96973,                0.98676,                0.99003,                0.90706,                 0.5623,                0.89121,                0.43117,                 1.0577,             0.00073456,             0.00073456,             0.00073456
                    116,                0.64597,                 1.0449,                  0.434,                 1.0503,                0.97457,                0.98135,                0.98936,                 0.9136,                0.97457,                0.98135,                0.98936,                0.89914,                0.53035,                0.89778,                0.43081,                 1.0226,             0.00072631,             0.00072631,             0.00072631
                    117,                0.61005,                 1.0099,                0.40831,                 1.0235,                0.96856,                0.97651,                0.98914,                0.91035,                0.96856,                0.97651,                0.98914,                0.89542,                0.52101,                0.87275,                0.42545,                 1.0046,             0.00071806,             0.00071806,             0.00071806
                    118,                0.64642,                 1.0009,                0.40385,                 1.0432,                0.97749,                0.97619,                0.98913,                0.90149,                0.97749,                0.97619,                0.98913,                0.89878,                0.57615,                0.89891,                0.43111,                 1.0448,             0.00070981,             0.00070981,             0.00070981
                    119,                0.61113,                0.98173,                0.39344,                 1.0345,                0.98328,                0.98413,                0.98915,                0.91873,                0.98328,                0.98413,                0.98915,                0.90926,                 0.5444,                0.87718,                0.39902,                 1.0468,             0.00070156,             0.00070156,             0.00070156
                    120,                0.63831,                 1.0296,                0.41381,                 1.0485,                0.97614,                0.98413,                0.98839,                0.90686,                0.97614,                0.98413,                0.98839,                0.90183,                0.55833,                0.87459,                0.40178,                 1.0484,             0.00069331,             0.00069331,             0.00069331
                    121,                0.65544,                 1.0412,                0.40216,                 1.0349,                0.98318,                0.99206,                0.98917,                 0.8967,                0.98318,                0.99206,                0.98917,                0.89062,                0.59381,                0.89806,                0.41452,                 1.0652,             0.00068505,             0.00068505,             0.00068505
                    122,                0.70656,                  1.144,                0.44685,                 1.0738,                 0.9852,                0.99206,                0.98973,                0.90153,                 0.9852,                0.99206,                0.98973,                0.89422,                0.60623,                0.87098,                0.41694,                 1.0713,              0.0006768,              0.0006768,              0.0006768
                    123,                0.61287,                 1.0149,                 0.4092,                 1.0411,                0.98524,                0.99206,                0.99053,                0.92636,                0.98524,                0.99206,                0.99053,                0.90393,                0.56978,                0.84582,                0.41828,                 1.0554,             0.00066855,             0.00066855,             0.00066855
                    124,                0.62861,                 1.0216,                0.40462,                 1.0194,                0.97973,                0.99206,                0.99165,                0.89925,                0.97973,                0.99206,                0.99165,                0.89792,                0.58962,                0.85096,                0.44364,                 1.0623,              0.0006603,              0.0006603,              0.0006603
                    125,                0.65795,                 1.0578,                0.40572,                 1.0435,                0.96796,                0.99206,                0.99068,                0.91133,                0.96796,                0.99206,                0.99068,                0.90385,                0.56122,                0.87758,                0.41585,                 1.0456,             0.00065205,             0.00065205,             0.00065205
                    126,                0.61614,                0.98712,                0.40923,                  1.046,                0.97151,                0.98467,                0.99083,                0.90085,                0.97151,                0.98467,                0.99083,                0.90545,                0.56813,                0.90173,                0.40807,                 1.0622,              0.0006438,              0.0006438,              0.0006438
                    127,                0.64526,                 1.0401,                0.40996,                 1.0546,                0.98396,                0.99206,                0.99077,                0.90257,                0.98396,                0.99206,                0.99077,                0.90445,                0.57162,                0.92731,                0.39324,                 1.0616,             0.00063554,             0.00063554,             0.00063554
                    128,                0.63555,                 1.0308,                0.39761,                 1.0345,                 0.9865,                0.99206,                0.99089,                0.92341,                 0.9865,                0.99206,                0.99089,                0.90703,                0.55648,                0.97431,                0.36656,                 1.0501,             0.00062729,             0.00062729,             0.00062729
                    129,                0.64868,                 1.0318,                0.40176,                 1.0531,                0.99393,                0.99206,                0.99112,                0.91719,                0.99393,                0.99206,                0.99112,                0.89208,                0.54619,                 0.9806,                0.35859,                 1.0494,             0.00061904,             0.00061904,             0.00061904
                    130,                0.63872,                   1.03,                 0.4099,                 1.0365,                 0.9935,                0.99206,                0.99192,                0.91925,                 0.9935,                0.99206,                0.99192,                0.89572,                0.56221,                0.94957,                0.37491,                 1.0504,             0.00061079,             0.00061079,             0.00061079
                    131,                0.62151,                 1.0247,                0.40202,                 1.0294,                0.99299,                0.99206,                0.99164,                 0.9265,                0.99299,                0.99206,                0.99164,                0.89539,                0.57423,                0.94383,                0.37497,                 1.0528,             0.00060254,             0.00060254,             0.00060254
                    132,                0.61287,                0.99067,                0.40069,                 1.0334,                 0.9899,                0.99206,                0.99371,                0.92532,                 0.9899,                0.99206,                0.99371,                 0.9046,                0.52481,                0.89793,                0.35928,                 1.0317,             0.00059429,             0.00059429,             0.00059429
                    133,                0.62259,                  1.026,                0.40493,                 1.0285,                 0.9874,                0.99206,                 0.9947,                0.91928,                 0.9874,                0.99206,                 0.9947,                 0.9034,                0.55745,                0.89731,                0.34786,                 1.0458,             0.00058603,             0.00058603,             0.00058603
                    134,                0.62177,                 1.0278,                0.40889,                 1.0372,                0.99117,                0.99206,                0.99235,                0.89591,                0.99117,                0.99206,                0.99235,                0.89198,                 0.5651,                0.91894,                0.38003,                 1.0615,             0.00057778,             0.00057778,             0.00057778
                    135,                0.62214,                0.99702,                0.39631,                 1.0256,                0.98827,                0.99206,                0.99093,                0.89207,                0.98827,                0.99206,                0.99093,                0.90028,                0.57708,                0.93022,                0.40205,                 1.0672,             0.00056953,             0.00056953,             0.00056953
                    136,                0.60965,                0.97758,                0.38817,                 1.0113,                0.98135,                0.99206,                0.99117,                0.90823,                0.98135,                0.99206,                0.99117,                0.90026,                0.54756,                0.93134,                0.41968,                 1.0547,             0.00056128,             0.00056128,             0.00056128
                    137,                0.61218,                0.99657,                0.40071,                 1.0388,                0.97635,                0.99206,                0.99463,                0.89823,                0.97635,                0.99206,                0.99463,                0.89926,                0.55772,                0.94798,                0.40918,                 1.0652,             0.00055303,             0.00055303,             0.00055303
                    138,                  0.644,                 1.0594,                0.41109,                 1.0382,                0.98403,                0.99206,                0.99477,                0.90901,                0.98403,                0.99206,                0.99477,                0.90942,                0.55774,                0.88586,                0.40542,                 1.0597,             0.00054478,             0.00054478,             0.00054478
                    139,                0.63417,                   1.03,                0.39007,                  1.024,                0.99518,                0.97903,                0.99492,                0.90806,                0.99518,                0.97903,                0.99492,                0.90418,                0.57435,                0.88082,                0.41021,                  1.067,             0.00053652,             0.00053652,             0.00053652
                    140,                0.60463,                 1.0211,                0.39446,                 1.0428,                0.98351,                0.99206,                0.99405,                0.89425,                0.98351,                0.99206,                0.99405,                0.88758,                0.61845,                0.89175,                0.42907,                 1.0966,             0.00052827,             0.00052827,             0.00052827
                    141,                0.60276,                0.98522,                 0.3779,                   1.02,                0.98797,                0.99206,                 0.9947,                 0.9175,                0.98797,                0.99206,                 0.9947,                0.89882,                0.58005,                0.90488,                0.40017,                 1.0543,             0.00052002,             0.00052002,             0.00052002
                    142,                0.62991,                0.99493,                0.38968,                 1.0258,                0.98262,                0.99206,                 0.9943,                 0.9067,                0.98262,                0.99206,                 0.9943,                0.90202,                0.55889,                0.88883,                0.39452,                 1.0322,             0.00051177,             0.00051177,             0.00051177
                    143,                0.60874,                0.95088,                0.38644,                 1.0356,                0.98315,                0.99206,                0.99409,                0.90985,                0.98315,                0.99206,                0.99409,                0.90461,                0.53964,                0.88904,                0.39019,                 1.0349,             0.00050352,             0.00050352,             0.00050352
                    144,                0.61906,                 1.0227,                0.39086,                 1.0222,                0.97855,                0.99206,                 0.9934,                0.91923,                0.97855,                0.99206,                 0.9934,                0.90063,                0.54487,                0.90862,                0.40203,                  1.032,             0.00049527,             0.00049527,             0.00049527
                    145,                0.58818,                0.94653,                 0.3912,                 1.0235,                0.97871,                0.99206,                0.99369,                0.89913,                0.97871,                0.99206,                0.99369,                0.91404,                0.56074,                0.88503,                0.41247,                 1.0287,             0.00048701,             0.00048701,             0.00048701
                    146,                0.59542,                0.96516,                0.37232,                 1.0154,                0.95739,                0.99206,                0.99217,                0.91219,                0.95739,                0.99206,                0.99217,                 0.8987,                0.57623,                0.89135,                0.42625,                 1.0471,             0.00047876,             0.00047876,             0.00047876
                    147,                0.62368,                 1.0162,                0.40375,                 1.0519,                 0.9419,                0.99206,                0.98711,                0.90039,                 0.9419,                0.99206,                0.98711,                0.88864,                0.58393,                0.91136,                0.41563,                 1.0579,             0.00047051,             0.00047051,             0.00047051
                    148,                 0.5897,                  0.963,                0.36535,                0.99838,                0.98376,                0.99206,                0.99056,                0.89536,                0.98376,                0.99206,                0.99056,                0.88938,                0.57416,                0.88854,                0.39301,                 1.0468,             0.00046226,             0.00046226,             0.00046226
                    149,                  0.594,                0.98588,                 0.3773,                 1.0104,                0.98239,                0.99179,                0.99228,                0.90467,                0.98239,                0.99179,                0.99228,                 0.9063,                0.53862,                 0.8581,                0.38567,                 1.0395,             0.00045401,             0.00045401,             0.00045401
                    150,                0.60185,                0.96984,                0.37041,                 1.0088,                0.97645,                0.98527,                0.99335,                0.90945,                0.97645,                0.98527,                0.99335,                0.90537,                0.53279,                0.84049,                 0.3946,                 1.0416,             0.00044576,             0.00044576,             0.00044576
                    151,                0.58265,                0.96144,                0.38226,                 1.0219,                 0.9798,                0.94471,                0.98202,                0.91237,                 0.9798,                0.94471,                0.98202,                0.89141,                0.55354,                0.84448,                0.40631,                  1.044,              0.0004375,              0.0004375,              0.0004375
                    152,                 0.5749,                0.93949,                0.35781,                0.99966,                0.98333,                 0.9504,                0.98604,                0.91395,                0.98333,                 0.9504,                0.98604,                0.90363,                0.55101,                 0.8294,                0.38838,                 1.0398,             0.00042925,             0.00042925,             0.00042925
                    153,                0.58141,                  0.967,                0.36689,                  1.014,                0.98447,                 0.9504,                0.98833,                0.91085,                0.98447,                 0.9504,                0.98833,                 0.9069,                0.54353,                0.80169,                0.39414,                 1.0408,               0.000421,               0.000421,               0.000421
                    154,                0.58508,                0.96039,                0.37715,                 1.0012,                0.99001,                0.98698,                0.99441,                0.91952,                0.99001,                0.98698,                0.99441,                0.91012,                0.52022,                0.78882,                0.37204,                 1.0264,             0.00041275,             0.00041275,             0.00041275
                    155,                0.61051,                0.99884,                0.38341,                 1.0257,                0.98517,                0.97996,                0.99335,                0.92006,                0.98517,                0.97996,                0.99335,                0.90663,                0.54073,                 0.8286,                0.39066,                  1.032,              0.0004045,              0.0004045,              0.0004045
                    156,                0.59212,                0.95639,                0.38617,                 1.0192,                  0.977,                0.98413,                0.99296,                0.92219,                  0.977,                0.98413,                0.99296,                 0.9052,                0.53596,                0.83551,                0.38442,                 1.0364,             0.00039625,             0.00039625,             0.00039625
                    157,                0.58339,                0.98402,                0.38527,                 1.0268,                0.97298,                0.98578,                0.99305,                0.91109,                0.97298,                0.98578,                0.99305,                 0.9041,                0.54735,                 0.8449,                0.38107,                 1.0433,             0.00038799,             0.00038799,             0.00038799
                    158,                0.57135,                0.93779,                0.36122,                 0.9914,                0.98259,                0.99067,                0.99378,                 0.9092,                0.98259,                0.99067,                0.99378,                0.90122,                0.53642,                0.85051,                0.37341,                 1.0342,             0.00037974,             0.00037974,             0.00037974
                    159,                0.55631,                0.89341,                0.34503,                0.98847,                0.97732,                0.99206,                0.99348,                0.91977,                0.97732,                0.99206,                0.99348,                0.90355,                0.54201,                0.85511,                0.37774,                  1.037,             0.00037149,             0.00037149,             0.00037149
                    160,                0.55949,                0.90489,                0.33786,                0.99728,                0.97375,                0.99206,                0.99367,                0.91646,                0.97375,                0.99206,                0.99367,                0.91545,                0.56137,                0.86123,                0.38948,                  1.047,             0.00036324,             0.00036324,             0.00036324
                    161,                0.57468,                0.92443,                0.35721,                 1.0079,                0.97272,                0.99206,                0.99281,                0.91992,                0.97272,                0.99206,                0.99281,                0.90558,                0.55637,                0.87623,                0.39236,                 1.0455,             0.00035499,             0.00035499,             0.00035499
                    162,                0.58326,                0.96587,                0.36219,                0.99301,                0.97373,                0.99206,                0.99299,                0.92504,                0.97373,                0.99206,                0.99299,                0.90726,                0.55455,                0.89099,                0.39564,                 1.0412,             0.00034674,             0.00034674,             0.00034674
                    163,                0.58312,                0.94301,                0.36049,                0.98691,                0.97537,                0.99206,                0.99318,                0.91412,                0.97537,                0.99206,                0.99318,                0.91246,                0.54262,                0.87443,                0.39276,                 1.0273,             0.00033848,             0.00033848,             0.00033848
                    164,                0.55894,                0.91677,                0.34929,                 0.9931,                0.97286,                0.99206,                0.99392,                0.91347,                0.97286,                0.99206,                0.99392,                0.90365,                0.54955,                0.87014,                0.37887,                 1.0265,             0.00033023,             0.00033023,             0.00033023
                    165,                0.56509,                0.94872,                0.35503,                 0.9927,                0.98314,                0.99206,                0.99394,                0.90771,                0.98314,                0.99206,                0.99394,                0.90597,                0.57447,                0.88117,                0.36881,                 1.0401,             0.00032198,             0.00032198,             0.00032198
                    166,                0.57449,                0.91733,                0.34415,                0.98697,                0.98599,                0.99206,                0.99375,                0.91444,                0.98599,                0.99206,                0.99375,                0.90375,                0.56559,                0.89015,                0.36762,                  1.043,             0.00031373,             0.00031373,             0.00031373
                    167,                0.57174,                0.98176,                0.36205,                 1.0032,                0.98989,                0.99206,                0.99282,                0.91114,                0.98989,                0.99206,                0.99282,                0.89982,                0.55568,                 0.8864,                0.37783,                 1.0458,             0.00030548,             0.00030548,             0.00030548
                    168,                0.57358,                0.94927,                0.35972,                0.99122,                0.99005,                0.99206,                0.99356,                0.91011,                0.99005,                0.99206,                0.99356,                0.89802,                0.57528,                0.89099,                 0.3827,                 1.0613,             0.00029723,             0.00029723,             0.00029723
                    169,                0.55268,                0.92454,                0.33896,                0.98713,                0.98698,                0.99206,                0.99441,                0.90588,                0.98698,                0.99206,                0.99441,                 0.9005,                0.58567,                0.91435,                0.38099,                 1.0694,             0.00028897,             0.00028897,             0.00028897
                    170,                0.56177,                0.94133,                0.35192,                0.98114,                0.98701,                 0.9892,                0.99428,                  0.899,                0.98701,                 0.9892,                0.99428,                0.89812,                0.55365,                0.89547,                0.36309,                 1.0518,             0.00028072,             0.00028072,             0.00028072
                    171,                0.56539,                 0.9264,                  0.356,                0.99255,                0.98714,                0.98585,                0.99166,                0.90653,                0.98714,                0.98585,                0.99166,                0.88757,                0.53836,                0.90138,                0.35388,                 1.0447,             0.00027247,             0.00027247,             0.00027247
                    172,                0.55675,                0.94548,                0.35692,                 1.0093,                0.98818,                0.98413,                0.99089,                0.91642,                0.98818,                0.98413,                0.99089,                0.89678,                 0.5499,                0.88006,                0.35412,                 1.0433,             0.00026422,             0.00026422,             0.00026422
                    173,                0.54463,                0.89895,                0.34406,                0.97286,                0.98577,                0.98421,                 0.9908,                 0.9081,                0.98577,                0.98421,                 0.9908,                 0.8933,                0.55684,                 0.8717,                0.36255,                  1.039,             0.00025597,             0.00025597,             0.00025597
                    174,                0.56794,                0.95242,                0.34841,                 1.0089,                0.99201,                0.98378,                 0.9909,                0.90891,                0.99201,                0.98378,                 0.9909,                0.89552,                0.55837,                0.86306,                 0.3768,                 1.0407,             0.00024772,             0.00024772,             0.00024772
                    175,                0.57122,                0.95068,                0.35561,                0.99731,                0.98606,                0.94515,                0.97912,                0.89507,                0.98606,                0.94515,                0.97912,                0.88393,                0.55803,                0.88544,                0.38312,                 1.0391,             0.00023946,             0.00023946,             0.00023946
                    176,                0.56088,                0.92209,                   0.36,                0.98729,                0.98783,                0.94728,                0.98306,                0.90146,                0.98783,                0.94728,                0.98306,                0.89005,                0.56105,                0.88436,                0.39385,                 1.0382,             0.00023121,             0.00023121,             0.00023121
                    177,                0.53975,                0.93241,                0.34092,                0.98504,                0.98482,                 0.9906,                0.99113,                0.90197,                0.98482,                 0.9906,                0.99113,                0.90092,                0.55179,                0.88434,                0.39372,                 1.0426,             0.00022296,             0.00022296,             0.00022296
                    178,                0.54153,                0.88783,                0.34449,                0.97618,                0.97799,                0.99067,                0.99117,                0.91742,                0.97799,                0.99067,                0.99117,                0.90056,                 0.5472,                0.87219,                0.39016,                 1.0438,             0.00021471,             0.00021471,             0.00021471
                    179,                0.55219,                0.92805,                0.34576,                0.98473,                0.99199,                0.98587,                0.99123,                0.90739,                0.99199,                0.98587,                0.99123,                0.89558,                0.54133,                0.87298,                0.38147,                  1.036,             0.00020646,             0.00020646,             0.00020646
                    180,                 0.5378,                0.93147,                 0.3445,                0.98616,                0.99199,                0.98133,                 0.9913,                 0.9095,                0.99199,                0.98133,                 0.9913,                0.90006,                0.52889,                0.86711,                0.36888,                 1.0268,             0.00019821,             0.00019821,             0.00019821
                    181,                0.53964,                0.88605,                0.33949,                 0.9775,                0.99195,                0.97469,                0.99111,                 0.9179,                0.99195,                0.97469,                0.99111,                0.89671,                0.53306,                0.87094,                0.37054,                 1.0305,             0.00018995,             0.00018995,             0.00018995
                    182,                0.54903,                0.88417,                0.33593,                0.98443,                0.99192,                0.97536,                0.99098,                0.91545,                0.99192,                0.97536,                0.99098,                0.89779,                0.54223,                 0.8849,                0.36912,                 1.0429,              0.0001817,              0.0001817,              0.0001817
                    183,                0.55756,                0.95203,                0.35545,                0.99793,                0.98654,                0.97647,                0.99093,                0.91663,                0.98654,                0.97647,                0.99093,                0.89507,                0.54144,                0.87331,                0.36896,                  1.034,             0.00017345,             0.00017345,             0.00017345
                    184,                0.53433,                0.91405,                 0.3488,                0.98191,                0.98421,                 0.9754,                0.99072,                0.92376,                0.98421,                 0.9754,                0.99072,                0.89646,                0.55027,                0.87387,                0.37968,                 1.0344,              0.0001652,              0.0001652,              0.0001652
                    185,                0.51391,                0.86317,                0.33668,                0.97488,                0.98424,                0.97605,                0.99052,                0.92419,                0.98424,                0.97605,                0.99052,                0.89999,                0.56633,                0.88894,                0.37725,                 1.0464,             0.00015695,             0.00015695,             0.00015695
                    186,                0.56224,                0.92926,                0.34717,                0.98741,                0.98204,                0.98413,                0.99088,                0.92575,                0.98204,                0.98413,                0.99088,                0.90011,                0.54808,                0.88145,                0.35805,                 1.0451,              0.0001487,              0.0001487,              0.0001487
                    187,                0.54097,                0.90643,                0.34634,                0.98894,                0.98654,                0.98899,                0.99109,                0.92012,                0.98654,                0.98899,                0.99109,                0.90284,                0.54336,                 0.8822,                0.35529,                 1.0429,             0.00014044,             0.00014044,             0.00014044
                    188,                 0.5316,                0.89057,                0.34321,                0.98145,                0.98736,                0.99083,                 0.9909,                0.91972,                0.98736,                0.99083,                 0.9909,                0.90223,                0.54079,                0.88299,                0.35077,                 1.0463,             0.00013219,             0.00013219,             0.00013219
                    189,                0.53544,                0.86988,                0.34073,                 1.0002,                0.98613,                0.99206,                0.99123,                0.91643,                0.98613,                0.99206,                0.99123,                0.91261,                0.52947,                0.86806,                0.34623,                 1.0338,             0.00012394,             0.00012394,             0.00012394
                    190,                0.53598,                0.92117,                0.33186,                0.98839,                0.98723,                0.99206,                0.99108,                0.91045,                0.98723,                0.99206,                0.99108,                0.90025,                0.52847,                0.86712,                0.34474,                 1.0308,             0.00011569,             0.00011569,             0.00011569
                    191,                0.52611,                0.85961,                0.34641,                0.97449,                0.98047,                0.99206,                0.99203,                0.91659,                0.98047,                0.99206,                0.99203,                0.90527,                 0.5265,                 0.8856,                0.34909,                 1.0277,             0.00010744,             0.00010744,             0.00010744
                    192,                0.54694,                0.88509,                 0.3653,                0.98674,                0.98375,                0.99114,                0.99332,                0.92138,                0.98375,                0.99114,                0.99332,                0.91339,                0.52922,                0.89848,                0.34784,                 1.0318,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                  0.538,                0.87893,                0.35015,                0.98036,                0.98992,                0.99206,                 0.9924,                0.92134,                0.98992,                0.99206,                 0.9924,                 0.9079,                0.53418,                0.89994,                0.35338,                 1.0335,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                0.54976,                0.85359,                0.34574,                 0.9652,                 0.9832,                0.99206,                 0.9926,                0.91405,                 0.9832,                0.99206,                 0.9926,                0.90205,                0.54346,                0.90364,                0.35485,                 1.0375,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                0.55108,                0.87709,                0.34316,                0.96854,                0.98421,                0.99206,                0.99193,                0.91772,                0.98421,                0.99206,                0.99193,                0.91088,                0.54613,                0.89794,                0.35615,                  1.039,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                0.52229,                0.82651,                0.31393,                0.95811,                 0.9845,                0.99206,                0.99135,                0.91498,                 0.9845,                0.99206,                0.99135,                0.90233,                0.54626,                0.90489,                0.35535,                 1.0416,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                0.52156,                0.84753,                0.34188,                0.96811,                0.98736,                0.99206,                0.99162,                0.91561,                0.98736,                0.99206,                0.99162,                 0.9069,                0.54015,                0.91236,                0.34507,                 1.0395,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                0.52473,                0.85083,                 0.3178,                0.97217,                0.98967,                0.99206,                0.99097,                0.92339,                0.98967,                0.99206,                0.99097,                0.90339,                 0.5364,                0.91895,                0.34396,                 1.0382,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                0.52316,                0.87607,                0.32033,                0.96365,                0.99065,                0.99206,                0.99104,                0.92205,                0.99065,                0.99206,                0.99104,                0.90377,                0.53499,                0.91765,                 0.3468,                 1.0374,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                0.50295,                 0.8373,                0.30901,                0.94599,                0.99191,                0.99206,                0.99107,                0.91888,                0.99191,                0.99206,                0.99107,                 0.9025,                0.53592,                0.92615,                0.34537,                 1.0379,             3.3173e-05,             3.3173e-05,             3.3173e-05
