                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.56477,                0.85416,                0.31546,                0.88009,                0.97428,                0.97214,                0.98795,                0.85329,                0.97962,                0.97137,                0.98939,                0.80367,                0.82752,                 1.5283,                0.35415,                  1.012,             0.00080058,             0.00080058,             0.00080058
                    107,                0.56596,                0.88135,                0.31775,                0.87888,                0.97497,                0.97735,                0.98307,                0.85648,                0.97855,                0.98089,                0.98905,                0.79802,                0.81032,                 1.4443,                0.35545,                 1.0119,             0.00079233,             0.00079233,             0.00079233
                    108,                 0.5645,                0.85954,                0.32018,                0.87821,                0.96923,                0.97877,                 0.9828,                0.85475,                0.97227,                 0.9816,                0.98741,                 0.7975,                0.80224,                 1.5482,                0.34514,                 1.0083,             0.00078407,             0.00078407,             0.00078407
                    109,                0.56935,                0.84935,                0.31532,                0.87851,                 0.9689,                0.96816,                0.98256,                0.84879,                0.97181,                0.97099,                0.98631,                0.79794,                0.84267,                 1.4883,                0.36234,                  1.015,             0.00077582,             0.00077582,             0.00077582
                    110,                0.56861,                  0.857,                0.31735,                0.87487,                0.96696,                0.97992,                0.98427,                0.85174,                0.96696,                0.97992,                0.98663,                0.79501,                0.81611,                 1.6017,                0.35215,                 1.0055,             0.00076757,             0.00076757,             0.00076757
                    111,                0.56815,                0.86356,                 0.3193,                0.88631,                0.97362,                0.98419,                0.98338,                0.85978,                0.97786,                0.98286,                 0.9877,                 0.8076,                0.80024,                 1.4856,                0.35004,                 1.0042,             0.00075932,             0.00075932,             0.00075932
                    112,                0.55596,                0.85245,                0.31186,                0.87599,                0.96926,                0.98089,                0.98409,                0.86282,                0.97279,                0.98443,                0.98905,                0.80448,                0.80303,                 1.5387,                0.34077,                 1.0015,             0.00075107,             0.00075107,             0.00075107
                    113,                0.54461,                 0.8302,                0.30626,                0.87519,                0.97039,                0.98231,                0.98407,                0.86018,                0.97055,                0.98231,                0.98612,                0.80608,                0.81303,                  1.571,                  0.345,                 1.0102,             0.00074282,             0.00074282,             0.00074282
                    114,                 0.5611,                0.84082,                0.31174,                0.87614,                0.97312,                0.98018,                0.98195,                0.84876,                0.97383,                0.98089,                 0.9861,                0.79409,                0.81731,                 1.5061,                0.35353,                 1.0138,             0.00073456,             0.00073456,             0.00073456
                    115,                0.53833,                0.80148,                0.30092,                0.86532,                0.97401,                0.98514,                0.98564,                 0.8611,                0.97635,                0.98372,                0.98857,                0.80405,                0.80814,                 1.5163,                 0.3444,                  1.004,             0.00072631,             0.00072631,             0.00072631
                    116,                0.55918,                0.84975,                0.31444,                0.88547,                0.97368,                0.98467,                0.98584,                0.85291,                 0.9785,                0.98491,                0.98837,                0.80422,                0.79902,                  1.515,                0.35654,                  1.005,             0.00071806,             0.00071806,             0.00071806
                    117,                0.54059,                0.81868,                0.30462,                0.87319,                0.97187,                0.97865,                 0.9827,                0.85904,                0.97882,                 0.9815,                0.98896,                0.80125,                0.80977,                 1.5622,                 0.3486,                 1.0184,             0.00070981,             0.00070981,             0.00070981
                    118,                0.55171,                0.83321,                0.30616,                0.87091,                 0.9688,                 0.9824,                0.98769,                0.86134,                0.96802,                 0.9816,                0.98717,                0.80231,                0.80544,                  1.583,                0.33917,                 1.0187,             0.00070156,             0.00070156,             0.00070156
                    119,                0.55145,                 0.8416,                0.30736,                 0.8804,                0.97757,                0.98372,                0.98571,                0.85885,                0.97776,                0.98301,                0.98712,                0.80622,                0.82065,                  1.546,                0.34233,                 1.0129,             0.00069331,             0.00069331,             0.00069331
                    120,                0.53609,                0.82026,                0.30259,                0.86907,                0.97343,                0.98136,                0.98629,                0.86391,                0.97448,                 0.9816,                0.98787,                0.80333,                 0.7943,                 1.4967,                0.33789,                0.99637,             0.00068505,             0.00068505,             0.00068505
                    121,                0.53695,                0.80694,                0.29989,                 0.8688,                  0.971,                 0.9816,                0.98405,                0.86327,                0.97612,                0.98372,                0.98725,                0.80643,                0.79673,                  1.518,                0.33474,                 1.0075,              0.0006768,              0.0006768,              0.0006768
                    122,                0.54891,                0.82978,                0.30721,                0.87315,                0.97291,                0.98158,                0.98622,                0.85865,                0.97646,                0.98503,                 0.9885,                0.80407,                0.81479,                 1.5713,                0.34189,                 1.0041,             0.00066855,             0.00066855,             0.00066855
                    123,                0.55007,                0.83356,                0.30823,                0.87819,                0.97215,                0.98139,                0.98402,                0.86188,                0.97591,                0.98514,                0.98843,                 0.8146,                0.80392,                  1.559,                0.33458,                0.99946,              0.0006603,              0.0006603,              0.0006603
                    124,                 0.5325,                0.81139,                0.29755,                0.86822,                0.96924,                0.97947,                0.98231,                0.86267,                0.97417,                0.98443,                0.98744,                 0.8107,                0.78887,                 1.5874,                0.33112,                 1.0143,             0.00065205,             0.00065205,             0.00065205
                    125,                0.53624,                0.81475,                0.29676,                0.87258,                0.97251,                0.97947,                0.98537,                0.86481,                0.97458,                 0.9816,                0.98872,                0.80945,                0.77851,                 1.5767,                0.33003,                  1.009,              0.0006438,              0.0006438,              0.0006438
                    126,                0.54196,                 0.8151,                0.30148,                0.87148,                0.96992,                0.98042,                0.98587,                0.86289,                0.97132,                0.98187,                0.98863,                0.80612,                0.77851,                 1.5097,                0.33252,                0.99544,             0.00063554,             0.00063554,             0.00063554
                    127,                0.53766,                0.81594,                0.30071,                0.87365,                0.97608,                0.98207,                 0.9854,                0.85334,                0.97557,                0.98112,                 0.9859,                0.79999,                0.80475,                 1.5855,                  0.344,                 1.0084,             0.00062729,             0.00062729,             0.00062729
                    128,                0.54035,                0.81427,                0.30059,                0.87586,                0.97005,                0.97938,                0.98571,                0.85738,                0.97436,                0.97664,                0.98701,                 0.8052,                0.80194,                 1.5494,                0.33978,                0.99934,             0.00061904,             0.00061904,             0.00061904
                    129,                0.52829,                0.80112,                0.30295,                0.86892,                0.97708,                0.97834,                0.98554,                0.86481,                0.97996,                0.98112,                 0.9875,                0.80835,                0.78994,                 1.5388,                0.33278,                 1.0012,             0.00061079,             0.00061079,             0.00061079
                    130,                0.54479,                0.84863,                 0.3098,                0.87473,                0.97673,                0.97573,                0.98542,                0.86301,                0.97709,                0.97902,                0.98802,                0.81263,                   0.79,                  1.621,                 0.3315,                   1.01,             0.00060254,             0.00060254,             0.00060254
                    131,                0.52524,                0.78691,                0.28872,                0.86511,                0.97152,                0.97947,                0.98621,                0.86324,                0.97093,                0.97877,                0.98613,                0.80913,                0.79787,                 1.6364,                0.33651,                 1.0208,             0.00059429,             0.00059429,             0.00059429
                    132,                0.52716,                0.80325,                0.29493,                 0.8702,                0.96739,                0.97457,                0.98291,                0.86156,                0.96874,                0.97609,                0.98454,                0.80201,                0.79989,                 1.5803,                0.34206,                  1.012,             0.00058603,             0.00058603,             0.00058603
                    133,                0.52388,                0.81382,                0.29502,                0.87289,                0.97226,                0.97735,                0.98279,                0.86116,                0.97368,                0.97877,                0.98506,                0.80304,                0.80414,                  1.614,                0.34186,                 1.0121,             0.00057778,             0.00057778,             0.00057778
                    134,                0.53018,                0.81284,                0.29676,                0.86235,                0.97534,                0.98551,                 0.9867,                0.86526,                0.97394,                0.98409,                0.98626,                0.81075,                0.78959,                 1.7056,                0.32903,                 1.0187,             0.00056953,             0.00056953,             0.00056953
                    135,                0.51779,                0.80218,                0.29376,                0.86622,                0.97347,                0.97863,                0.98462,                0.86806,                0.97594,                0.98372,                0.98786,                0.81511,                0.78319,                 1.6112,                0.33321,                 1.0086,             0.00056128,             0.00056128,             0.00056128
                    136,                 0.5092,                0.77264,                0.28646,                0.87021,                0.97163,                0.98514,                0.98395,                0.85749,                0.97306,                0.98656,                0.98443,                0.79678,                0.79812,                 1.6481,                0.33147,                 1.0138,             0.00055303,             0.00055303,             0.00055303
                    137,                0.52955,                0.80475,                0.29348,                0.86992,                0.96853,                0.98372,                0.98148,                0.85988,                0.97061,                0.98585,                0.98556,                0.80405,                0.80362,                 1.6546,                0.33579,                 1.0105,             0.00054478,             0.00054478,             0.00054478
                    138,                0.50986,                0.77265,                0.28545,                0.86089,                0.96991,                0.98372,                0.98233,                0.86145,                0.97271,                0.98504,                0.98627,                 0.8076,                0.81412,                 1.7056,                0.33671,                 1.0172,             0.00053652,             0.00053652,             0.00053652
                    139,                0.52536,                0.79337,                0.29044,                0.87043,                0.96809,                0.98301,                0.98226,                0.86143,                0.97092,                0.98584,                0.98605,                0.80896,                0.80223,                 1.5911,                0.33185,                      1,             0.00052827,             0.00052827,             0.00052827
                    140,                0.50325,                0.76669,                0.28395,                0.86113,                0.97372,                0.98372,                0.98269,                 0.8588,                0.97584,                0.98585,                0.98537,                0.80749,                0.79331,                 1.5862,                0.33607,                 1.0041,             0.00052002,             0.00052002,             0.00052002
                    141,                0.49644,                0.76114,                0.28269,                0.85994,                0.97192,                0.98372,                0.98455,                0.86567,                0.97334,                0.98514,                0.98692,                0.81369,                0.80178,                  1.684,                0.33279,                 1.0172,             0.00051177,             0.00051177,             0.00051177
                    142,                0.53415,                0.81669,                 0.3022,                0.87482,                0.97104,                0.98443,                0.98538,                0.86339,                0.97315,                0.98656,                0.98809,                0.81021,                0.80142,                 1.6637,                 0.3383,                 1.0168,             0.00050352,             0.00050352,             0.00050352
                    143,                 0.5136,                 0.7894,                0.29147,                 0.8648,                 0.9717,                0.98301,                0.98402,                0.86284,                0.97382,                0.98514,                0.98634,                 0.8049,                0.78996,                 1.7104,                0.33787,                 1.0179,             0.00049527,             0.00049527,             0.00049527
                    144,                0.51669,                0.77527,                0.28563,                0.86581,                0.97069,                0.98231,                0.98293,                0.85693,                  0.972,                0.98372,                0.98582,                 0.7987,                0.78951,                  1.618,                0.33411,                 1.0128,             0.00048701,             0.00048701,             0.00048701
                    145,                0.51009,                0.79947,                0.28708,                0.86189,                0.97027,                0.98231,                0.98253,                0.85804,                0.97434,                0.98656,                0.98752,                0.80411,                0.79999,                 1.6651,                0.33465,                  1.018,             0.00047876,             0.00047876,             0.00047876
                    146,                0.50774,                0.75497,                  0.282,                0.86421,                0.97451,                0.98372,                0.98433,                0.86036,                0.97667,                0.98582,                0.98912,                0.81017,                0.79993,                 1.6432,                0.33283,                 1.0217,             0.00047051,             0.00047051,             0.00047051
                    147,                 0.5177,                0.78745,                0.29002,                0.86529,                 0.9709,                0.98213,                0.98424,                0.86439,                0.97141,                0.98585,                0.98848,                0.81391,                0.80399,                 1.6205,                0.33344,                 1.0183,             0.00046226,             0.00046226,             0.00046226
                    148,                0.51415,                0.77536,                0.28832,                0.86489,                0.97404,                0.97772,                0.98372,                0.85663,                   0.97,                0.98493,                0.98697,                0.80494,                0.81263,                 1.7042,                0.34225,                 1.0251,             0.00045401,             0.00045401,             0.00045401
                    149,                 0.5047,                0.78893,                0.28408,                0.85774,                0.96712,                0.98301,                0.98282,                 0.8596,                0.96994,                0.98585,                0.98676,                0.80872,                0.79972,                 1.6114,                0.33796,                 1.0171,             0.00044576,             0.00044576,             0.00044576
                    150,                0.50217,                0.76056,                0.27791,                0.85286,                0.97183,                0.98514,                0.98664,                0.86258,                0.97183,                0.98514,                0.98708,                0.81008,                0.79437,                 1.6022,                0.32914,                 1.0129,              0.0004375,              0.0004375,              0.0004375
                    151,                0.49813,                0.77133,                0.28002,                0.86471,                0.97278,                0.98058,                0.98258,                0.86353,                0.97633,                0.98413,                0.98727,                0.81133,                0.79226,                 1.6445,                0.33336,                 1.0115,             0.00042925,             0.00042925,             0.00042925
                    152,                0.51199,                0.78984,                0.28603,                0.86622,                0.97398,                0.98413,                0.98343,                0.86396,                0.97606,                0.98633,                0.98688,                0.81273,                0.78673,                 1.6251,                0.32606,                 1.0081,               0.000421,               0.000421,               0.000421
                    153,                0.49825,                0.78084,                0.28243,                0.86224,                 0.9708,                0.98231,                 0.9817,                0.86189,                 0.9715,                0.98301,                0.98317,                 0.8092,                 0.7886,                  1.649,                0.33284,                 1.0178,             0.00041275,             0.00041275,             0.00041275
                    154,                0.49374,                0.75557,                0.27286,                0.86117,                0.97061,                0.98202,                0.98299,                0.86263,                0.97273,                0.98415,                0.98759,                0.81012,                0.78451,                 1.7052,                 0.3324,                 1.0186,              0.0004045,              0.0004045,              0.0004045
                    155,                0.49352,                0.76255,                0.27678,                0.86053,                0.97112,                0.98443,                 0.9855,                0.86296,                0.97253,                0.98585,                0.98747,                0.81015,                0.79237,                 1.6772,                 0.3279,                 1.0177,             0.00039625,             0.00039625,             0.00039625
                    156,                0.50725,                0.79072,                0.28417,                0.86351,                0.97028,                0.98268,                0.98441,                0.86173,                0.97239,                 0.9848,                0.98771,                0.81133,                0.79373,                 1.6408,                0.33394,                 1.0171,             0.00038799,             0.00038799,             0.00038799
                    157,                0.50588,                0.79179,                0.28215,                0.86418,                 0.9714,                0.98231,                0.98344,                0.85959,                 0.9714,                0.98231,                0.98574,                 0.8068,                0.79892,                 1.6755,                0.33298,                 1.0162,             0.00037974,             0.00037974,             0.00037974
                    158,                0.49459,                0.75127,                0.27465,                0.86148,                0.97199,                0.98372,                0.98439,                0.86061,                 0.9734,                0.98514,                0.98763,                0.80975,                0.80029,                 1.7059,                0.33039,                  1.022,             0.00037149,             0.00037149,             0.00037149
                    159,                0.49055,                0.76072,                0.27633,                0.85933,                0.97131,                0.98372,                0.98145,                 0.8617,                0.97496,                0.98656,                0.98706,                0.80708,                0.79129,                 1.7042,                0.33417,                 1.0241,             0.00036324,             0.00036324,             0.00036324
                    160,                0.49553,                0.75647,                0.27895,                0.85875,                 0.9724,                0.98417,                0.98488,                0.86698,                0.97574,                0.98514,                0.98731,                0.81565,                 0.7943,                  1.651,                0.32816,                 1.0187,             0.00035499,             0.00035499,             0.00035499
                    161,                0.48728,                0.74782,                0.27378,                0.85861,                0.97274,                0.98372,                0.98407,                0.86668,                0.97486,                0.98585,                0.98708,                0.81338,                0.79262,                 1.6603,                0.32736,                 1.0174,             0.00034674,             0.00034674,             0.00034674
                    162,                0.48662,                0.74542,                0.27499,                0.85862,                0.97201,                0.98207,                0.98123,                0.86129,                0.97555,                0.98561,                0.98845,                0.81726,                0.79279,                 1.6915,                0.32879,                 1.0203,             0.00033848,             0.00033848,             0.00033848
                    163,                0.48487,                 0.7481,                0.27402,                0.85594,                0.96987,                0.98301,                  0.983,                0.86648,                0.97339,                0.98656,                 0.9878,                0.81746,                0.78856,                 1.6439,                0.32394,                 1.0233,             0.00033023,             0.00033023,             0.00033023
                    164,                0.49133,                0.74982,                0.27494,                 0.8597,                0.96939,                0.98351,                0.98517,                0.86493,                0.97079,                0.98493,                 0.9878,                0.81457,                0.78477,                 1.6262,                0.32562,                  1.025,             0.00032198,             0.00032198,             0.00032198
                    165,                0.49346,                0.73953,                0.27482,                0.85631,                0.96993,                0.98372,                0.98425,                0.86675,                0.97275,                0.98656,                0.98819,                0.81975,                0.79407,                 1.6649,                0.32211,                 1.0261,             0.00031373,             0.00031373,             0.00031373
                    166,                0.48509,                0.75332,                0.26991,                0.85958,                0.96792,                0.98372,                0.98494,                0.86251,                0.97074,                0.98656,                0.98871,                0.81394,                 0.8017,                  1.649,                0.32251,                 1.0268,             0.00030548,             0.00030548,             0.00030548
                    167,                0.49593,                0.76793,                0.27633,                0.85559,                0.97082,                0.98361,                0.98448,                0.86354,                0.97294,                0.98574,                0.98766,                0.81286,                0.79264,                  1.653,                0.32674,                 1.0241,             0.00029723,             0.00029723,             0.00029723
                    168,                0.49075,                0.74732,                0.27213,                0.85905,                0.97056,                0.98372,                0.98393,                0.86201,                0.97268,                0.98585,                0.98726,                0.81319,                0.78794,                 1.7099,                0.32459,                 1.0176,             0.00028897,             0.00028897,             0.00028897
                    169,                 0.4815,                 0.7316,                0.26912,                0.85277,                0.97031,                0.98301,                0.98232,                0.86035,                0.97313,                0.98585,                 0.9878,                0.81209,                0.78936,                 1.7273,                0.32694,                 1.0181,             0.00028072,             0.00028072,             0.00028072
                    170,                0.49372,                0.77073,                 0.2744,                0.86006,                0.97284,                0.98443,                0.98597,                0.86385,                0.97532,                0.98656,                0.98857,                0.81681,                0.78668,                  1.707,                0.32588,                 1.0177,             0.00027247,             0.00027247,             0.00027247
                    171,                0.48791,                0.75153,                0.26883,                0.85674,                0.97146,                0.98342,                0.98437,                0.86649,                0.97428,                0.98626,                0.98835,                0.81658,                0.77798,                 1.7117,                0.32175,                 1.0222,             0.00026422,             0.00026422,             0.00026422
                    172,                0.47351,                 0.7203,                0.26422,                0.85684,                0.96959,                 0.9816,                0.98227,                0.86242,                0.97313,                0.98514,                0.98688,                0.80994,                0.78091,                 1.7206,                0.32389,                 1.0237,             0.00025597,             0.00025597,             0.00025597
                    173,                0.47562,                0.73499,                0.26413,                0.85568,                0.97191,                0.98231,                0.98316,                0.86289,                0.97474,                0.98514,                0.98761,                 0.8142,                0.77693,                 1.7163,                0.32054,                 1.0244,             0.00024772,             0.00024772,             0.00024772
                    174,                0.48626,                  0.755,                0.26865,                0.85607,                0.96986,                0.98209,                0.98284,                0.86433,                0.97269,                0.98493,                0.98749,                0.81797,                0.78686,                 1.7626,                0.32731,                 1.0262,             0.00023946,             0.00023946,             0.00023946
                    175,                0.47137,                0.73763,                0.26602,                0.85263,                0.97224,                0.98227,                0.98417,                0.86587,                0.97436,                 0.9844,                0.98771,                0.81972,                0.78431,                 1.7358,                0.32442,                 1.0217,             0.00023121,             0.00023121,             0.00023121
                    176,                0.47494,                 0.7577,                0.26964,                 0.8572,                0.97468,                0.98014,                0.98326,                 0.8624,                0.97754,                0.98296,                0.98813,                0.81784,                0.79146,                 1.7512,                0.32769,                 1.0249,             0.00022296,             0.00022296,             0.00022296
                    177,                0.47249,                0.72725,                 0.2634,                0.85488,                0.97339,                0.98227,                0.98286,                0.86093,                0.97575,                0.98443,                0.98732,                0.81197,                0.77465,                 1.7314,                0.32264,                 1.0206,             0.00021471,             0.00021471,             0.00021471
                    178,                0.47023,                0.72088,                 0.2621,                0.85603,                0.97193,                0.98231,                0.98335,                0.86388,                0.97476,                0.98514,                 0.9878,                0.81405,                0.77298,                 1.7163,                0.32505,                  1.021,             0.00020646,             0.00020646,             0.00020646
                    179,                0.47485,                0.72752,                0.26209,                0.85678,                0.97028,                0.98231,                0.98146,                0.86257,                 0.9738,                0.98585,                0.98712,                0.81664,                0.77978,                 1.7351,                0.32251,                  1.023,             0.00019821,             0.00019821,             0.00019821
                    180,                0.46896,                0.73974,                0.26577,                0.85236,                0.97202,                0.98443,                0.98379,                0.86458,                0.97413,                0.98656,                0.98746,                0.81923,                0.78453,                 1.7479,                 0.3256,                 1.0245,             0.00018995,             0.00018995,             0.00018995
                    181,                 0.4786,                0.74372,                0.26656,                0.85625,                0.97314,                0.98341,                0.98412,                0.86454,                0.97526,                0.98553,                0.98728,                0.81485,                 0.7863,                 1.7689,                0.32569,                 1.0255,              0.0001817,              0.0001817,              0.0001817
                    182,                0.46259,                0.71823,                0.25984,                0.84767,                0.97216,                0.98159,                0.98308,                0.86684,                0.97429,                0.98372,                0.98686,                0.81709,                0.77929,                   1.75,                0.32462,                 1.0208,             0.00017345,             0.00017345,             0.00017345
                    183,                0.46065,                0.71292,                0.25762,                0.85597,                0.97296,                0.98231,                0.98393,                0.86689,                0.97579,                0.98514,                0.98764,                0.81833,                0.78169,                 1.7564,                0.32523,                 1.0201,              0.0001652,              0.0001652,              0.0001652
                    184,                0.47205,                0.73969,                 0.2629,                 0.8581,                 0.9725,                0.98122,                0.98421,                0.86595,                0.97534,                0.98405,                0.98801,                0.81723,                 0.7908,                 1.7337,                0.32311,                 1.0229,             0.00015695,             0.00015695,             0.00015695
                    185,                 0.4624,                0.71513,                0.25582,                 0.8517,                0.97071,                0.98372,                0.98379,                0.86307,                0.97356,                0.98656,                0.98806,                0.81739,                0.78873,                 1.7669,                0.32779,                 1.0197,              0.0001487,              0.0001487,              0.0001487
                    186,                0.48165,                0.75577,                0.26791,                0.85685,                0.97098,                0.98372,                0.98318,                0.86445,                0.97385,                0.98656,                0.98764,                  0.817,                0.78324,                 1.7646,                0.32131,                 1.0226,             0.00014044,             0.00014044,             0.00014044
                    187,                0.45672,                0.70642,                0.25517,                0.84866,                0.97117,                0.98301,                0.98247,                0.86644,                 0.9754,                0.98726,                0.98773,                0.81575,                0.77804,                 1.7576,                0.32165,                 1.0225,             0.00013219,             0.00013219,             0.00013219
                    188,                0.46644,                0.71791,                0.25527,                0.84921,                0.97007,                0.98231,                 0.9808,                0.86454,                0.97429,                0.98656,                0.98775,                0.81551,                0.77799,                 1.7828,                0.32063,                  1.024,             0.00012394,             0.00012394,             0.00012394
                    189,                0.46112,                0.71362,                0.25648,                0.85174,                0.97207,                0.98372,                0.98394,                0.86832,                0.97489,                0.98656,                0.98782,                0.81529,                0.78189,                 1.7775,                0.32056,                 1.0262,             0.00011569,             0.00011569,             0.00011569
                    190,                 0.4654,                0.73708,                0.25905,                0.84882,                0.97152,                0.98301,                0.98277,                 0.8658,                0.97505,                0.98656,                0.98758,                0.81614,                0.78278,                 1.7928,                0.32124,                 1.0286,             0.00010744,             0.00010744,             0.00010744
                    191,                0.48634,                0.77497,                0.25534,                0.84315,                0.97217,                0.98372,                0.98338,                0.85816,                0.97569,                0.98726,                0.98781,                 0.8092,                0.78791,                 1.7695,                0.31913,                 1.0245,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                 0.4731,                0.73816,                0.24743,                0.83364,                 0.9728,                0.98372,                0.98234,                0.85431,                0.97561,                0.98656,                0.98764,                0.80156,                0.78647,                 1.7239,                 0.3222,                 1.0236,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.45896,                0.71341,                0.23987,                0.83178,                0.97399,                0.98231,                0.98296,                0.85896,                0.97623,                0.98443,                0.98768,                0.80506,                0.78351,                 1.7168,                0.32485,                 1.0214,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.45292,                0.70934,                0.23544,                0.82985,                0.97423,                0.98246,                0.98322,                0.86171,                0.97653,                0.98444,                0.98776,                0.80816,                0.77917,                 1.7482,                0.31933,                 1.0226,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.44405,                0.69484,                0.23194,                0.82521,                0.97386,                0.98286,                0.98352,                0.86361,                0.97599,                0.98498,                0.98777,                 0.8085,                0.78296,                 1.7649,                0.31599,                 1.0234,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.44783,                0.70311,                 0.2321,                0.82523,                0.97393,                0.98372,                0.98338,                0.86372,                0.97605,                0.98585,                0.98776,                0.81137,                0.77993,                 1.7733,                0.31758,                 1.0219,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.43781,                0.68141,                0.22671,                0.82748,                0.97342,                0.98372,                0.98312,                0.86417,                0.97555,                0.98585,                0.98771,                0.81043,                0.77822,                 1.7752,                0.31644,                 1.0212,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.44334,                0.70048,                0.22998,                0.82825,                  0.973,                0.98372,                0.98313,                0.86338,                0.97511,                0.98585,                0.98759,                0.81065,                0.77947,                 1.7707,                0.31648,                 1.0214,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.44058,                0.68942,                0.22722,                0.83225,                0.97302,                0.98372,                0.98339,                0.86478,                0.97585,                0.98656,                0.98776,                0.81247,                0.78148,                 1.7604,                0.31678,                 1.0205,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.43875,                0.69056,                0.22844,                0.82748,                0.97362,                0.98372,                0.98348,                0.86429,                0.97573,                0.98585,                0.98758,                 0.8118,                0.77844,                 1.7682,                0.31548,                 1.0208,             2.4922e-05,             2.4922e-05,             2.4922e-05
